latitude,longitude,distributor_raw,gestor_code,province_name,municipio,subestacion,voltage_kv,firm_capacity_mw,distributor_network,grid_status
38.39911999823877,-2.225425023393856,i-DE,R1-001,Albacete,Yeste,3580,20.0,0.0,i-DE,Congested
38.52970120061642,-1.7014117699140072,i-DE,R1-001,Albacete,Hellín,3602,132.0,0.0,i-DE,Congested
38.52970120061642,-1.7014117699140072,i-DE,R1-001,Albacete,Hellín,3602,20.0,0.0,i-DE,Congested
38.52970120061642,-1.7014117699140072,i-DE,R1-001,Albacete,Hellín,3602,20.0,0.0,i-DE,Congested
39.114395657878525,-2.014678114531938,i-DE,R1-001,Albacete,La Gineta,3451,20.0,0.0,i-DE,Congested
39.114395657878525,-2.014678114531938,i-DE,R1-001,Albacete,La Gineta,3451,20.0,0.0,i-DE,Congested
39.114395657878525,-2.014678114531938,i-DE,R1-001,Albacete,La Gineta,3451,132.0,0.0,i-DE,Congested
39.19579785274034,-2.140140401239573,i-DE,R1-001,Albacete,La Roda,3516,132.0,0.0,i-DE,Congested
39.19579785274034,-2.140140401239573,i-DE,R1-001,Albacete,La Roda,3516,20.0,0.0,i-DE,Congested
39.19579785274034,-2.140140401239573,i-DE,R1-001,Albacete,La Roda,3516,20.0,0.0,i-DE,Congested
39.07535397960572,-2.674096778505044,i-DE,R1-001,Albacete,Villarrobledo,3273,132.0,0.0,i-DE,Congested
39.21935327193577,-1.75225153296546,i-DE,R1-001,Albacete,Mahora,3606,132.0,0.0,i-DE,Congested
39.21935327193577,-1.75225153296546,i-DE,R1-001,Albacete,Mahora,3606,20.0,0.0,i-DE,Congested
39.21935327193577,-1.75225153296546,i-DE,R1-001,Albacete,Mahora,3606,20.0,0.0,i-DE,Congested
38.96409616583647,-2.289032146818482,i-DE,R1-001,Albacete,Lezuza,3071,132.0,0.0,i-DE,Congested
38.93700523833066,-1.8913440102042989,i-DE,R1-001,Albacete,Albacete,3383,132.0,0.0,i-DE,Congested
38.93700523833066,-1.8913440102042989,i-DE,R1-001,Albacete,Albacete,3383,20.0,0.0,i-DE,Congested
38.93700523833066,-1.8913440102042989,i-DE,R1-001,Albacete,Albacete,3383,20.0,0.0,i-DE,Congested
38.73545904940201,-1.9076143155155405,i-DE,R1-001,Albacete,Pozohondo,3610,132.0,0.0,i-DE,Congested
38.73545904940201,-1.9076143155155405,i-DE,R1-001,Albacete,Pozohondo,3610,66.0,0.0,i-DE,Congested
39.04320261867704,-1.8008130115232317,i-DE,R1-001,Albacete,Albacete,3605,132.0,0.0,i-DE,Congested
39.04320261867704,-1.8008130115232317,i-DE,R1-001,Albacete,Albacete,3605,20.0,0.0,i-DE,Congested
39.04320261867704,-1.8008130115232317,i-DE,R1-001,Albacete,Albacete,3605,20.0,0.0,i-DE,Congested
38.659314227124064,-1.8540204226878856,i-DE,R1-001,Albacete,Pozohondo,3368,132.0,0.0,i-DE,Congested
38.94004549415719,-1.9941459140187625,i-DE,R1-001,Albacete,Albacete,3640,132.0,0.0,i-DE,Congested
38.94004549415719,-1.9941459140187625,i-DE,R1-001,Albacete,Albacete,3640,20.0,0.0,i-DE,Congested
38.94004549415719,-1.9941459140187625,i-DE,R1-001,Albacete,Albacete,3640,20.0,0.0,i-DE,Congested
38.30428061856564,-1.8913810302077885,i-DE,R1-001,Albacete,Socovos,3412,132.0,0.0,i-DE,Congested
38.59508461805007,-1.7525731666778477,i-DE,R1-001,Albacete,Tobarra,3351,132.0,0.0,i-DE,Congested
38.59508461805007,-1.7525731666778477,i-DE,R1-001,Albacete,Tobarra,3351,20.0,0.0,i-DE,Congested
39.2846395193673,-2.598706159732986,i-DE,R1-001,Albacete,Villarrobledo,3559,132.0,0.0,i-DE,Congested
39.2846395193673,-2.598706159732986,i-DE,R1-001,Albacete,Villarrobledo,3559,66.0,0.0,i-DE,Congested
39.2846395193673,-2.598706159732986,i-DE,R1-001,Albacete,Villarrobledo,3559,20.0,0.0,i-DE,Congested
39.2846395193673,-2.598706159732986,i-DE,R1-001,Albacete,Villarrobledo,3559,20.0,0.0,i-DE,Congested
38.9399363389747,-1.2523777545988248,i-DE,R1-001,Albacete,Alpera,4243,66.0,0.0,i-DE,Congested
38.88512587191585,-1.3504169673901327,i-DE,R1-001,Albacete,Bonete,4123,66.0,0.0,i-DE,Congested
38.88512587191585,-1.3504169673901327,i-DE,R1-001,Albacete,Bonete,4123,20.0,0.0,i-DE,Congested
38.88512587191585,-1.3504169673901327,i-DE,R1-001,Albacete,Bonete,4123,20.0,0.0,i-DE,Congested
38.71177863607151,-0.9602767497265018,i-DE,R1-001,Albacete,Caudete,4140,66.0,0.0,i-DE,Congested
38.71177863607151,-0.9602767497265018,i-DE,R1-001,Albacete,Caudete,4140,20.0,0.0,i-DE,Congested
38.71177863607151,-0.9602767497265018,i-DE,R1-001,Albacete,Caudete,4140,20.0,0.0,i-DE,Congested
39.20482721802768,-1.342214882949624,i-DE,R1-001,Albacete,Casas de Ves,5080,66.0,0.0,i-DE,Congested
38.54361897826129,-2.0287426358447656,i-DE,R1-001,Albacete,Liétor,5088,66.0,0.0,i-DE,Congested
38.54361897826129,-2.0287426358447656,i-DE,R1-001,Albacete,Liétor,5088,20.0,0.0,i-DE,Congested
39.158666087877016,-1.6188161398314502,i-DE,R1-001,Albacete,Jorquera,5086,66.0,0.0,i-DE,Congested
39.158666087877016,-1.6188161398314502,i-DE,R1-001,Albacete,Jorquera,5086,20.0,0.0,i-DE,Congested
38.947061361103096,-1.7669490199389115,i-DE,R1-001,Albacete,Chinchilla de Monte-Aragón,4202,66.0,0.0,i-DE,Congested
38.947061361103096,-1.7669490199389115,i-DE,R1-001,Albacete,Chinchilla de Monte-Aragón,4202,20.0,0.0,i-DE,Congested
38.71377115022079,-0.9587826387629894,i-DE,R1-001,Albacete,Caudete,5238,66.0,0.0,i-DE,Congested
38.86713087492359,-1.1194082591133516,i-DE,R1-001,Albacete,Almansa,4262,20.0,0.0,i-DE,Congested
38.86713087492359,-1.1194082591133516,i-DE,R1-001,Albacete,Almansa,4262,66.0,0.0,i-DE,Congested
38.8733453798278,-1.920431314715182,i-DE,R1-001,Albacete,Albacete,4126,66.0,0.0,i-DE,Congested
38.8733453798278,-1.920431314715182,i-DE,R1-001,Albacete,Albacete,4126,20.0,0.0,i-DE,Congested
38.8733453798278,-1.920431314715182,i-DE,R1-001,Albacete,Albacete,4126,20.0,0.0,i-DE,Congested
38.98242055461776,-1.8693758805659604,i-DE,R1-001,Albacete,Albacete,4007,66.0,0.0,i-DE,Congested
38.98242055461776,-1.8693758805659604,i-DE,R1-001,Albacete,Albacete,4007,20.0,0.0,i-DE,Congested
38.98242055461776,-1.8693758805659604,i-DE,R1-001,Albacete,Albacete,4007,20.0,0.0,i-DE,Congested
38.81115315527035,-1.7399182052971045,i-DE,R1-001,Albacete,Pozo Cañada,4122,66.0,0.0,i-DE,Congested
38.81115315527035,-1.7399182052971045,i-DE,R1-001,Albacete,Pozo Cañada,4122,20.0,0.0,i-DE,Congested
38.81115315527035,-1.7399182052971045,i-DE,R1-001,Albacete,Pozo Cañada,4122,20.0,0.0,i-DE,Congested
38.75656897179713,-1.757098657623786,i-DE,R1-001,Albacete,Albacete,7108,66.0,0.0,i-DE,Congested
38.71678107635769,-1.9102846452046085,i-DE,R1-001,Albacete,Pozohondo,4070,66.0,0.0,i-DE,Congested
38.71678107635769,-1.9102846452046085,i-DE,R1-001,Albacete,Pozohondo,4070,20.0,0.0,i-DE,Congested
38.71678107635769,-1.9102846452046085,i-DE,R1-001,Albacete,Pozohondo,4070,20.0,0.0,i-DE,Congested
39.2052575198527,-1.3077821324944805,i-DE,R1-001,Albacete,Casas de Ves,3704,66.0,0.0,i-DE,Congested
39.135540722149486,-1.453710326590602,i-DE,R1-001,Albacete,La Recueja,4026,20.0,0.0,i-DE,Congested
39.135540722149486,-1.453710326590602,i-DE,R1-001,Albacete,La Recueja,4026,66.0,0.0,i-DE,Congested
38.706858607943055,-0.4812226527184539,i-DE,R1-001,Alicante,Alcoi/Alcoy,3501,132.0,16.42,i-DE,Sufficient
38.706858607943055,-0.4812226527184539,i-DE,R1-001,Alicante,Alcoi/Alcoy,3501,66.0,0.0,i-DE,Congested
38.706858607943055,-0.4812226527184539,i-DE,R1-001,Alicante,Alcoi/Alcoy,3501,20.0,0.84,i-DE,Congested
38.706858607943055,-0.4812226527184539,i-DE,R1-001,Alicante,Alcoi/Alcoy,3501,11.0,0.0,i-DE,Congested
38.706858607943055,-0.4812226527184539,i-DE,R1-001,Alicante,Alcoi/Alcoy,3501,11.0,0.0,i-DE,Congested
38.71925606001461,-0.9237304246149662,i-DE,R1-001,Alicante,Villena,3139,132.0,46.04,i-DE,Sufficient
38.68185251907507,-0.4936085049266058,i-DE,R1-001,Alicante,Alcoi/Alcoy,3649,132.0,18.13,i-DE,Sufficient
38.68185251907507,-0.4936085049266058,i-DE,R1-001,Alicante,Alcoi/Alcoy,3649,20.0,0.0,i-DE,Congested
38.60374472834653,-0.6747400392960539,i-DE,R1-001,Alicante,Castalla,3390,132.0,19.25,i-DE,Sufficient
38.60374472834653,-0.6747400392960539,i-DE,R1-001,Alicante,Castalla,3390,20.0,0.0,i-DE,Congested
38.71836544228702,-0.7225320360496842,i-DE,R1-001,Alicante,Beneixama,3538,132.0,27.33,i-DE,Sufficient
38.71836544228702,-0.7225320360496842,i-DE,R1-001,Alicante,Beneixama,3538,20.0,0.0,i-DE,Congested
38.71836544228702,-0.7225320360496842,i-DE,R1-001,Alicante,Beneixama,3538,20.0,0.0,i-DE,Congested
38.533598458401485,-0.1696313440199467,i-DE,R1-001,Alicante,Finestrat,3543,132.0,0.0,i-DE,Congested
38.533598458401485,-0.1696313440199467,i-DE,R1-001,Alicante,Finestrat,3543,20.0,0.0,i-DE,Congested
38.533598458401485,-0.1696313440199467,i-DE,R1-001,Alicante,Finestrat,3543,20.0,0.0,i-DE,Congested
38.533598458401485,-0.1696313440199467,i-DE,R1-001,Alicante,Finestrat,3543,20.0,0.0,i-DE,Congested
38.63989931588192,0.0186623996212846,i-DE,R1-001,Alicante,Calp,3198,132.0,0.0,i-DE,Congested
38.63989931588192,0.0186623996212846,i-DE,R1-001,Alicante,Calp,3198,20.0,0.0,i-DE,Congested
38.63989931588192,0.0186623996212846,i-DE,R1-001,Alicante,Calp,3198,20.0,0.0,i-DE,Congested
37.90725272923683,-0.7835930063973824,i-DE,R1-001,Alicante,Pilar de la Horadada,3574,66.0,0.0,i-DE,Congested
